"DyadId","ConflictId","Year","Location","GWNoLoc","SideA","GWNoA","SideA2nd","GWNoA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","TypeOfConflict","rebel_age","origin","origin.name","parent.org.subset","splinter.source","ideology","extraterritorial","rebpolwing","rebpolwinglegal","rebestimate","rebestlow","rebesthigh","rebstrength","centcontrol","strengthcent","mobcap","armsproc","fightcap","terrcont","terrname","effterrcont","conflicttype","transconstsupp","rebextpart","rebpresosts","presname","rebel.support","rtypesup","rsupname","gov.support","gtypesup","gsupname","govextpart","type.of.termination","prevactive","rebpolwing_bin","transconstsupp_bin","rebextpart_bin","rebpresosts_bin","rebel.support_bin","gov.support_bin","govextpart_bin","conflicttype_recode","duration","tot_eth","tot_eth_countries","eth_claim","eth_recruitment","eth_support","excluded","power_sharing","absolute","reg_aut","upgrade","downgrade","maxsize","minsize","new_ep","monoeth","multieth","noneth","new.joiner","new.splinter","new.alliance","new.mono.alliance","new.multi.alliance","splinter","alliance","joiner","originator","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","mtnest","Oil","ethfrac","relfrac","country_ethnic","country_excluded","oilpc","oil.pc.exports","pop","realgdp","rgdppc","area","polity2","mediation","cont_interstate","cont_civil","cont_maxint","external_supporters","loot.dia","loot.gem","loot.gold","loot.oil","loot.drugs","lootable","tot.resource.sites","BdBest"
505,"1-99",1967,"India","750","Government of India",750,"","","MNF",1109,"","territory","Mizoram",1,"internal",1,"political organization","MNF",0,0,"Secessionist",0,"explicit link","yes",10000,10000,10000,"much weaker","yes",NA,"low","low","low","no",NA,NA,"secessionist conflict","no","no","no","","no",NA,"","no",NA,"","no","low activity",0,1,0,0,0,0,0,0,"identity",775,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-1.16589437343543,0.256968835485391,12.9000005722046,0,0.886478185653687,0.33840000629425,20,7,NA,0.835056662438699,517572.3,579059.25,1118.8,2973190,9,1,1,5,2,NA,1,1,1,1,1,1,123,NA
505,"1-99",1968,"India","750","Government of India",750,"","","MNF",1109,"","territory","Mizoram",1,"internal",2,"political organization","MNF",0,0,"Secessionist",0,"explicit link","yes",10000,10000,10000,"much weaker","yes",NA,"low","low","low","no",NA,NA,"secessionist conflict","no","no","no","","no",NA,"","no",NA,"","no","low activity",0,1,0,0,0,0,0,0,"identity",775,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-1.71262342073427,0.241783058492821,12.9000005722046,0,0.886478185653687,0.33840000629425,20,7,NA,0.902340644594197,529347.52,604978.31,1142.88,2973190,9,1,0,5,2,NA,1,1,1,1,1,1,123,NA
507,"1-112",1970,"Philippines","840","Government of Philippines",840,"","","MIM",1116,"","territory","Mindanao",1,"internal",0,"political organization","Cotabato Regional Government",0,1,"Secessionist",0,"explicit link","no",NA,NA,NA,"weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","no","no","no",NA,NA,"no",NA,NA,"no","rebels absorbed",0,1,0,0,0,0,0,0,"identity",729,1,1,1,1,1,1,0,0,0,0,0,0.051,0.051,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,-1.73496432762565,0.239309584967711,21.2999973297119,0,0.745177149772644,0.299600005149841,4,3,NA,1.62584831299448,35451.39,70616.68,1991.93,298260,2,0,NA,NA,NA,NA,0,1,1,1,0,1,33,NA
507,"1-112",1971,"Philippines","840","Government of Philippines",840,"","","MIM",1116,"","territory","Mindanao",1,"internal",1,"political organization","Cotabato Regional Government",0,1,"Secessionist",0,"explicit link","no",NA,NA,NA,"weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","no","no","no",NA,NA,"no",NA,NA,"no","rebels absorbed",0,1,0,0,0,0,0,0,"identity",729,1,1,1,1,1,1,0,0,1,0,0,0.051,0.051,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,-1.91936837827908,0.237571645492634,21.2999973297119,0,0.745177149772644,0.299600005149841,4,3,0,2.16596408969715,36485.1,74977.01,2055,298260,2,0,NA,NA,NA,NA,0,1,1,1,0,1,33,NA
508,"1-120",1979,"El Salvador","92","Government of El Salvador",92,"","","FPL",1615,"","government","",1,"internal",0,"political organization","Communist Party",1,0,"Communist",0,"explicit link","no",NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","tacit","no","no","",NA,"military","Nicaragua; Cuba",NA,"military","USA","no","rebels absorbed",0,1,1,0,0,NA,NA,0,"civil war",91,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,4,NA,NA,0,1,0,0,NA,NA,-1.96718915921306,0.210874405206731,10.3000001907349,0,0.165918707847595,0.240800023078918,2,1,0,0.844280406194432,4578.92,2735.76,597.47,20720,-4,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
510,"1-120",1979,"El Salvador","92","Government of El Salvador",92,"","","ERP",1614,"","government","",1,"internal",0,"political organization","",0,0,"Communist",0,"explicit link","no",NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","tacit","no","no","",NA,"military","Nicaragua; Cuba",NA,"military","USA","no","rebels absorbed",0,1,1,0,0,NA,NA,0,"civil war",91,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,4,NA,NA,0,1,0,0,NA,NA,-1.96718915921306,0.210874405206731,10.3000001907349,0,0.165918707847595,0.240800023078918,2,1,0,0.844280406194432,4578.92,2735.76,597.47,20720,-4,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA
514,"1-120",1972,"El Salvador","92","Government of El Salvador",92,"","","Military faction (forces of Benjamin Mejia)",1613,"","government","",1,"internal",0,"military faction","Salvadoran Army",1,0,"Coup",0,"explicit link","yes",NA,NA,NA,"much weaker","yes",NA,"low","moderate","moderate","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"","no",NA,"","no","government victory",0,1,0,0,0,0,0,0,"coup d'etat",0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.3399571314535,0.254864179539284,10.3000001907349,0,0.165918707847595,0.240800023078918,2,1,0,0.579131437899182,3937.76,2159.24,548.34,20850,-1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,"1-139",1979,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",0,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,0,0,0,0.001,0.001,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,3,2,NA,NA,0,1,1,0,NA,NA,-1.67712278073961,0.22368482282289,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,327.367892633749,0.280575449775995,683857.31,758877.13,1109.7,2973190,8,0,1,6,2,1,1,1,1,1,1,1,123,NA
515,"1-139",1980,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",1,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,3,NA,NA,0,1,1,0,NA,NA,-1.78505257141125,0.210966178637775,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,316.936928389418,0.431298827641739,700058.59,772801.5,1103.91,2973190,8,0,1,6,2,1,1,1,1,1,1,1,123,NA
515,"1-139",1981,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",2,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,4,3,NA,NA,0,1,1,0,NA,4,-1.71838810582668,0.203234891069076,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,427.240598301085,0.427624301562995,716493.31,766631.25,1069.98,2973190,8,0,1,6,1,1,1,1,1,1,1,1,123,NA
515,"1-139",1982,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",3,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,3,NA,NA,0,1,1,0,NA,2,-1.71003555423826,0.20525778557878,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,401.651912028334,14.8137637678991,733151.77,755598.19,1030.62,2973190,8,0,0,6,2,1,1,1,1,1,1,1,123,NA
515,"1-139",1983,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",4,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,3,NA,NA,0,1,0,NA,NA,3,-1.39525879458336,0.202079441442721,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,518.667920001296,16.3282266584915,750033.54,762297.5,1016.35,2973190,8,0,1,5,2,2,1,1,1,1,1,1,123,NA
515,"1-139",1984,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",5,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,NA,NA,0,1,0,NA,NA,2,-1.32767018902062,0.201438604509617,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,543.60047300175,15.5742884886485,767146.81,763557.69,995.32,2973190,8,0,1,5,2,2,1,1,1,1,1,1,123,NA
515,"1-139",1985,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",6,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,4,3,NA,0,1,0,NA,NA,2,-1.34202179115226,0.199632383211674,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,594.770243780016,6.03817907394276,784490.84,777170.81,990.67,2973190,8,0,0,5,1,1,1,1,1,1,1,1,123,NA
515,"1-139",1986,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",7,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,0,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,3,4,NA,0,0,0,NA,NA,2,-1.22840154737726,0.1962513973357,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,279.099822647268,3.36251414593716,802051.81,818005.25,1019.89,2973190,8,0,1,5,2,1,1,1,1,1,1,1,123,NA
515,"1-139",1987,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",8,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,1,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,4,NA,0,0,0,NA,NA,2,-1.36617093650642,0.197601906571823,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,373.802494807796,4.21041049336382,819800.06,869702,1060.87,2973190,8,0,1,6,1,1,1,1,1,1,1,1,123,NA
515,"1-139",1988,"India","750","Government of India",750,"","","TNV",1148,"","territory","Tripura",1,"internal",9,"militia","Tripura Sena",0,1,"Secessionist",0,"no",NA,200,200,450,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","some","Bangladesh","no",NA,"","no",NA,"","no","government victory",0,0,0,0,1,0,0,0,"identity",3322,1,1,1,1,0,1,0,0,1,0,0,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,4,NA,0,NA,0,NA,NA,1,-1.55500656130774,0.202732547344048,12.9000005722046,0,0.886478185653687,0.33840000629425,20,6,283.395501050114,2.57387344523329,837699.67,941892.81,1124.38,2973190,8,0,1,5,2,1,1,1,1,1,1,1,123,NA
516,"1-101",1966,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",0,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.48672053943277,0.249746872314227,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,NA,NA,20226.9,110344.89,5455.35,1213090,4,0,0,0,-Inf,NA,1,1,1,0,1,1,130,NA
516,"1-101",1967,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",1,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46905641962721,0.250221039515213,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,NA,NA,20777.91,119608.09,5756.5,1213090,4,0,0,1,1,NA,1,1,1,0,1,1,130,NA
516,"1-101",1968,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",2,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46240994561931,0.250856637619719,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,NA,NA,21344.08,123582.43,5790.01,1213090,4,0,0,1,1,NA,1,1,1,0,1,1,130,NA
516,"1-101",1969,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",3,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46377387511801,0.250848631354057,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,NA,NA,21925.83,133335.5,6081.21,1213090,4,0,0,0,-Inf,NA,1,1,1,0,1,1,130,NA
516,"1-101",1970,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",4,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.47304608739837,0.249099763302956,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,NA,NA,22502.31,141364.88,6282.24,1213090,4,0,0,0,-Inf,NA,1,1,1,0,1,1,130,NA
516,"1-101",1971,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",5,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.49623604654287,0.249565265390602,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,NA,23106.58,142075.27,6148.69,1213090,4,0,0,0,-Inf,NA,1,1,1,0,1,1,130,NA
516,"1-101",1972,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",6,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.47526463182325,0.249858539960568,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,NA,23736.25,145263.63,6119.91,1213090,4,0,0,0,-Inf,NA,1,1,1,0,1,1,130,NA
516,"1-101",1973,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",7,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46748091513665,0.251091975782207,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,NA,24384.29,162714.19,6672.91,1213090,4,0,0,1,1,NA,1,1,1,0,1,1,130,NA
516,"1-101",1974,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",8,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46796456065091,0.250724652729934,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,0.919419281452613,25040.69,161919.86,6466.27,1213090,4,0,0,1,1,NA,1,1,1,0,1,1,130,NA
516,"1-101",1975,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",9,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.48000935750079,0.245462687048064,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,1.267275056039,25698.62,162923.09,6339.76,1213090,4,0,0,1,1,6,1,1,1,0,1,1,130,NA
516,"1-101",1976,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",10,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,NA,NA,NA,0,1,0,1,NA,NA,-1.50736075975026,0.233701789892361,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,2.63258103067273,26353.94,162361.94,6160.82,1213090,4,0,0,1,2,6,1,1,1,0,1,1,130,NA
516,"1-101",1977,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",11,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,3,NA,NA,0,1,0,0,NA,NA,-1.46554141289606,0.223184196708549,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,4.63241350730875,27009.6,159689.91,5912.34,1213090,4,0,0,2,2,5,1,1,1,0,1,1,130,NA
516,"1-101",1978,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",2,"internal",12,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,3,NA,NA,NA,0,1,0,0,NA,NA,-1.38762744699343,0.229907478911947,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,4.95315310458824,27674.35,167194.84,6041.51,1213090,4,0,0,2,2,4,1,1,1,0,1,1,130,NA
516,"1-101",1979,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",1,"internal",13,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,3,3,NA,NA,0,1,0,1,NA,NA,-1.3608607850457,0.223056986590919,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,5.96787009781823,28360.79,171118.52,6033.63,1213090,4,0,0,2,2,4,1,1,1,0,1,1,130,NA
516,"1-101",1980,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",2,"internal",14,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,3,3,NA,NA,0,1,0,0,NA,NA,-1.3042587731927,0.220472364444015,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,3.78385383698362,29077.19,185256.42,6371.19,1213090,4,0,0,1,1,3,1,1,1,0,1,1,130,NA
516,"1-101",1981,"South Africa","560","Government of South Africa",560,"","","SWAPO",1307,"","territory","Namibia",2,"internal",15,"political organization","OPO",0,0,"Secessionist",0,"explicit link","no",7500,6000,9000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","tacit","no","extensive","Zambia; Angola",NA,"military","Zambia; Angola","no",NA,"","no","peace agreement",0,1,1,0,1,NA,0,0,"civil war",8087,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,NA,NA,0,1,0,0,NA,1,-1.2766565767463,0.212930376878814,7.69999933242798,0,0.877227067947388,0.458400011062622,5,4,0,6.099248400334,29828.92,194310.88,6514.18,1213090,4,0,0,1,2,3,1,1,1,0,1,1,130,NA
