"SideBID","DyadId","ConflictId","Year","Location","GWNoLoc","SideA","GWNoA","SideA2nd","GWNoA2nd","SideB","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","TypeOfConflict","rebel_age","origin","origin.name","parent.org.subset","splinter.source","ideology","delete","extraterritorial","rebpolwing","rebpolwinglegal","rebestimate","rebestlow","rebesthigh","rebstrength","centcontrol","strengthcent","mobcap","armsproc","fightcap","terrcont","terrname","effterrcont","conflicttype","transconstsupp","rebextpart","rebpresosts","presname","rebel.support","rtypesup","rsupname","gov.support","gtypesup","gsupname","govextpart","type.of.termination","prevactive","rebpolwing_bin","transconstsupp_bin","rebextpart_bin","rebpresosts_bin","rebel.support_bin","gov.support_bin","govextpart_bin","conflicttype_recode","duration","tot_eth","tot_eth_countries","eth_claim","eth_recruitment","eth_support","excluded","power_sharing","absolute","reg_aut","upgrade","downgrade","maxsize","minsize","monoeth","multieth","noneth","lag_year","new.ep1","new.joiner","new.splinter","new.alliance","new.mono.alliance","new.multi.alliance","splinter","alliance","joiner","originator","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","mtnest","Oil","ethfrac","relfrac","country_ethnic","country_excluded","oilpc","oil.pc.exports","pop","realgdp","rgdppc","area","polity2","mediation","cont_interstate","cont_civil","cont_maxint","external_supporters","loot.dia","loot.gem","loot.gold","loot.oil","loot.drugs","lootable","tot.resource.sites","BdBest"
1310,520,"1-113",1971,"Sudan","625","Government of Sudan",625,"","","Sudanese Communist Party","","government","",1,"internal",0,"political organization","Sudanese Communist Party",0,0,"Communist",NA,0,"explicit link","no",NA,NA,NA,"weaker","yes","moderate","low","moderate","low","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"","no",NA,"","no","government victory",0,1,0,0,0,0,0,0,"coup d'etat",3,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,2011,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,-2.51678425093562,0.288551828855622,6.50000047683716,0,0.735070288181305,0.444999992847443,16,15,0,0.781060543488495,11982.32,13271.9,1107.62,2376000,-7,1,0,3,1,NA,0,0,1,1,0,1,3,NA
1311,521,"1-113",1976,"Sudan","625","Government of Sudan",625,"","","Islamic Charter Front","","government","",1,"internal",0,"political organization","Islamic Charter Front",0,0,"Islamist",NA,0,"explicit link","yes",1000,1000,1000,"weaker",NA,NA,"low","low","low","no",NA,NA,"coup d'etat","tacit","no","no","","alleged","military","Libya",NA,"non-military","Egypt","no","government victory",0,1,1,0,0,1,NA,0,"coup d'etat",9,1,1,0,0,0,1,0,0,0,0,0,0.25,0.25,1,0,0,1971,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,3,NA,NA,0,1,0,1,NA,NA,-1.41459524578904,0.220976524864306,6.50000047683716,0,0.735070288181305,0.444999992847443,16,15,0,1.70205258184961,13944.34,18093.96,1297.58,2376000,-7,0,0,5,2,1,0,0,1,1,0,1,3,NA
1312,641,"1-113",1983,"Sudan","625","Government of Sudan",625,"","","SPLM/A","","government","",2,"internal",0,"military faction","Alliance of military defectors in South Sudan and former Anya Nya members",1,1,"Democracy",NA,0,"no",NA,30000,20000,55000,"weaker","yes","moderate","moderate","moderate","low","yes","Parts of Southern Sudan","moderate","civil war","explicit","no","extensive","Ethiopia; Eritrea; Uganda",NA,"military","Israel; Saudi Arabia; Zimbabwe; Egypt; Ethiopia; Eritrea; possibly US",NA,"military","Iraq; Libya; Iran; China","no",NA,0,0,1,0,1,NA,NA,0,"civil war",7899,6,1,6,6,6,6,0,0,0,0,0,0.1,0.01,0,1,0,2006,0,1,0,0,0,0,0,0,1,0,2,2,0,0,3,2,NA,NA,1,1,0,NA,NA,4,-1.10865408108314,0.209359917023508,6.50000047683716,0,0.735070288181305,0.444999992847443,16,15,0,NA,17500.37,20158.48,1151.89,2376000,-7,0,1,7,2,2,0,0,1,1,0,1,3,NA
1314,645,"1-113",1996,"Sudan","625","Government of Sudan",625,"","","NDA","","government","",1,"internal",0,"alliance","SPLM/A; others",0,0,"Democracy",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","low","low","low","yes","Parts of Southern Sudan",NA,"secessionist conflict","no","no","no","","no",NA,"",NA,"military","Iraq; Libya; Iran; China","no","peace agreement",1,0,0,0,0,0,NA,0,"identity",2081,1,1,1,1,1,1,0,0,0,0,0,0.05,0.05,1,0,0,2004,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,4,5,5,1,NA,NA,NA,1,0,-2.31844229298922,0.256535990735889,6.50000047683716,0,0.735070288181305,0.444999992847443,16,15,32.9628922455556,0.000478191991096814,24403.86,27930.34,1144.51,2376000,-7,0,0,5,2,3,0,0,1,1,0,1,3,137
1315,434,"1-113",2003,"Sudan","625","Government of Sudan",625,"Government of Chad","483","JEM","","government","",1,"internationalized",0,"splinter","NRF",1,0,"Autonomy",NA,0,"no",NA,6000,3000,12500,"weaker","yes","low","low","low","low","yes","Parts of Darfur","moderate","civil war","no","no","no",NA,NA,"military","Eritrea",NA,"military","Chad","no",NA,0,0,0,0,0,NA,NA,0,"civil war",364,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,1,0,0,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,5,NA,5,1,NA,NA,NA,1,0,-2.64334871369798,0.289141944521558,NA,NA,NA,NA,16,15,3990.11199343174,81.2104282389433,28912.61,45539.36,1575.07,2376000,-6,1,0,5,1,1,0,0,1,1,0,1,3,900
1316,433,"1-113",2003,"Sudan","625","Government of Sudan",625,"Government of Chad","483","SLM/A","","government","",2,"internationalized",0,"unorganized","Darfur Liberation Front",0,1,"Autonomy",NA,0,"no",NA,6000,1000,11000,"weaker","yes","low","low","low","low","yes","Parts of Darfur","moderate","civil war","no","no","no",NA,NA,"military","Eritrea",NA,"military","Chad","no",NA,0,0,0,0,0,NA,NA,0,"civil war",364,3,1,3,3,3,3,0,0,0,0,0,0.02,0.005,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,5,5,NA,5,1,NA,NA,NA,1,0,-2.64334871369798,0.289141944521558,NA,NA,NA,NA,16,15,3990.11199343174,81.2104282389433,28912.61,45539.36,1575.07,2376000,-6,1,0,5,1,1,0,0,1,1,0,1,3,1055
1317,630,"1-113",2006,"Sudan","625","Government of Sudan",625,"","","NRF","","government","",1,"internal",0,"alliance","JEM; SLM/A",0,1,"Autonomy",NA,0,"no",NA,2000,1000,1500,"weaker","yes","low","low","low","low","no",NA,NA,"civil war","no","no","some","Chad",NA,"military","Chad","no",NA,NA,"no","peace agreement",1,0,0,0,1,NA,0,0,"civil war",364,3,1,0,3,3,3,0,0,0,0,0,0.02,0.005,0,1,0,1976,1,0,0,1,0,1,0,1,0,0,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,1,1,-2.54113510394369,0.283647592347603,NA,NA,NA,NA,16,14,13282.4470438708,91.1093540240029,31062.93,66322.66,2135.11,2376000,-4,0,0,6,2,1,0,0,1,1,0,1,3,810
1318,631,"1-113",2006,"Sudan","625","Government of Sudan",625,"","","SLM/A - MM","","government","",1,"internal",0,"splinter","SLM/A",1,0,"Autonomy",NA,0,"no",NA,6000,1000,11000,"weaker","yes","low","low","low","low","yes","Parts of Darfur","moderate","civil war","no","no","some","Chad",NA,"military","Chad","no",NA,NA,"no","peace agreement",1,0,0,0,1,NA,0,0,"civil war",364,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,1,0,0,2006,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,1,1,-2.54113510394369,0.283647592347603,NA,NA,NA,NA,16,14,13282.4470438708,91.1093540240029,31062.93,66322.66,2135.11,2376000,-4,0,0,6,2,1,0,0,1,1,0,1,3,134
1319,648,"1-113",2007,"Sudan","625","Government of Sudan",625,"","","SLM/A-Unity","","government","",1,"internal",0,"splinter","SLM/A",1,0,"Autonomy",NA,0,"no",NA,5000,5000,5000,"weaker","yes","low","low","low","low","yes","Parts of Darfur","moderate","civil war","no","no","some","Chad",NA,"military","Chad","no",NA,NA,"no","low activity",1,0,0,0,1,NA,0,0,"civil war",730,3,1,3,3,3,3,0,0,0,0,0,0.02,0.005,0,1,0,2001,1,0,1,0,0,0,1,0,0,0,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,1,1,-2.5307143406898,0.283866852030378,NA,NA,NA,NA,16,14,20288.1112404157,NA,31855.83,66318.13,2081.82,2376000,-4,0,0,6,1,1,0,0,1,1,0,1,3,86
1320,540,"1-114",1971,"Madagascar (Malagasy)","580","Government of Madagascar",580,"","","Monima ","","government","",1,"internal",0,"political organization","Monima",0,0,"Economic Grievances",NA,0,"explicit link","yes",2500,1000,6000,"weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","no","","no",NA,"","no",NA,"","no","government victory",0,1,0,0,0,0,0,0,"civil war",92,1,1,0,1,0,0,0,1,0,0,0,0.479,0.479,1,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.374005069550809,0.512700997267039,32.8000030517578,0,0.0621904134750366,0.556599974632263,2,1,NA,3.60491048829002,6725.67,7747.29,1151.9,581540,-1,0,NA,NA,NA,NA,0,1,1,0,0,1,68,NA
1321,541,"1-115",1971,"Morocco","600","Government of Morocco",600,"","","Military faction (forces of Mohamed Madbouh)","","government","",1,"internal",0,"military faction","",1,0,"Coup",NA,0,"no",NA,1400,1400,1400,"weaker","yes","high","low","moderate","moderate","no",NA,NA,"coup d'etat","no","no","no","",NA,"non-military","Libya","no",NA,"","no","government victory",0,0,0,0,0,NA,0,0,"coup d'etat",1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.3238704285656,0.368649676171511,46.2000045776367,0,0.534009218215942,0.0198000073432922,2,1,0.0115223665389843,0.365536146842588,15706.23,28760.9,1831.18,446340,-9,0,0,0,NA,NA,0,0,1,1,1,1,6,NA
1322,554,"1-118",1971,"Uganda","500","Government of Uganda",500,"","","Military faction (forces of Idi Amin)","","government","",1,"internal",0,"military faction","",1,0,"Coup",NA,0,"no",NA,10200,10200,11200,"much stronger","yes","high","high","high","high","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"","no",NA,"","no","rebel victory",0,0,0,0,0,0,0,0,"coup d'etat",0,1,1,1,1,0,0,1,0,0,0,0,0.079,0.079,1,0,0,1997,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,-1.82683485182852,0.239716755179056,9.39999866485596,0,0.899465322494507,0.724200010299683,8,6,NA,NA,9730.17,8856.1,910.17,199810,-7,0,0,2,2,NA,0,0,0,0,1,1,1,NA
1323,700,"1-118",1972,"Uganda","500","Government of Uganda",500,"","","Kikosi Maalum","","government","",1,"internal",0,"civilian gov","Government of Milton Obote",0,0,"Restore Government",NA,0,"acknowledged link","no",1500,1500,1500,"weaker","yes","high","low","moderate","moderate","no",NA,NA,"civil war","no","no","extensive","Tanzania",NA,"troops","Tanzania",NA,"military","Libya","no","government victory",0,1,0,0,1,NA,NA,0,"civil war",105,1,1,0,1,0,1,0,0,0,0,1,0.1,0.1,1,0,0,1982,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,-2.15887712377457,0.249812455140812,9.39999866485596,0,0.899465322494507,0.724200010299683,8,7,NA,NA,10012.13,9246.76,923.56,199810,-7,1,0,1,2,NA,0,0,0,0,1,1,1,NA
1324,555,"1-118",1974,"Uganda","500","Government of Uganda",500,"","","Military faction (forces of Charles Arube)","","government","",1,"internal",0,"military faction","",1,0,"Coup",NA,0,NA,NA,NA,NA,NA,"much weaker",NA,NA,NA,NA,NA,"no",NA,NA,"coup d'etat","no","no","some","Tanzania",NA,"non-military","Tanzania","no",NA,"","no","low activity",0,NA,0,0,1,NA,0,0,"coup d'etat",283,1,1,0,0,0,1,0,0,0,0,0,0.01,0.01,1,0,0,1971,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,-2.64926611104114,0.308021886579601,9.39999866485596,0,0.899465322494507,0.724200010299683,9,8,NA,NA,10589.76,8641.15,815.99,199810,-7,0,0,0,NA,NA,0,0,0,0,1,1,1,NA
1326,701,"1-118",1979,"Uganda","500","Government of Uganda",500,"Government of Libya","620","Fronasa","Government of Tanzania","government","",1,"internationalized",0,"sponsorship","",0,0,"Regime Change",NA,0,"no",NA,1500,70,3000,"weaker","yes","high","low","moderate","moderate","no",NA,NA,"civil war","no","no","extensive","Tanzania",NA,"troops","Tanzania",NA,"military","Libya, Soviet Union","minor","rebels absorbed",0,0,0,0,1,NA,NA,1,"civil war",84,1,1,0,1,0,1,0,0,0,0,0,0.2,0.2,1,0,0,1979,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,2,NA,NA,1,1,1,0,NA,NA,-2.37488686446156,0.256896993608831,9.39999866485596,0,0.899465322494507,0.724200010299683,9,8,NA,NA,12284.31,7595.21,618.29,199810,NA,0,0,0,NA,1,0,0,0,0,1,1,1,NA
1327,556,"1-118",1979,"Uganda","500","Government of Uganda",500,"Government of Libya","620","UNLF","Government of Tanzania","government","",1,"internationalized",0,"alliance","Fronasa, KM",0,1,"Regime Change",NA,0,"no",NA,4500,4500,4500,"weaker","yes","moderate","low","moderate","moderate","no",NA,NA,"civil war","no","no","extensive","Tanzania",NA,"troops","Tanzania",NA,"military","Libya, Soviet Union","minor","rebel victory",1,0,0,0,1,NA,NA,1,"civil war",268,1,1,0,1,0,1,0,0,0,0,0,0.01,0.01,1,0,0,1974,1,0,0,1,1,0,0,1,0,0,NA,NA,NA,NA,4,2,NA,NA,1,1,1,0,NA,NA,-2.37488686446156,0.256896993608831,9.39999866485596,0,0.899465322494507,0.724200010299683,9,8,NA,NA,12284.31,7595.21,618.29,199810,NA,0,0,0,NA,0,0,0,0,0,1,1,1,NA
1328,703,"1-118",1980,"Uganda","500","Government of Uganda",500,"Government of Tanzania","510","FUNA","","government","",1,"internationalized",0,"civilian gov","Ugandan Army",0,1,"Restore Government",NA,0,"no",NA,5000,2000,7100,"weaker","yes",NA,"low","moderate","moderate","no",NA,NA,"civil war","no","no","no",NA,"no",NA,NA,NA,"military","Tanzania","no","low activity",0,0,0,0,0,0,NA,0,"civil war",730,1,1,0,1,1,1,0,0,0,0,1,0.079,0.079,1,0,0,1979,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,4,NA,NA,1,1,1,0,NA,NA,-2.42203392783255,0.242544762289225,9.39999866485596,0,0.899465322494507,0.724200010299683,7,6,NA,NA,12662.13,7199.88,568.61,199810,3,0,0,0,NA,1,0,0,0,0,1,1,1,NA
1329,574,"1-118",1981,"Uganda","500","Government of Uganda",500,"Government of Tanzania","510","NRA","","government","",1,"internationalized",0,"alliance","UNLF; PRA",0,0,"Political Grievance",NA,0,"explicit link","yes",9000,6000,12000,"weaker","yes","high","moderate","moderate","moderate","yes","Buganda","moderate","civil war","no","no","no","","no",NA,"","no",NA,"","no","rebel victory",1,1,0,0,0,0,0,0,"civil war",1818,2,1,0,2,2,2,0,0,0,0,0,0.2,0.16,0,1,0,1979,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,4,NA,NA,1,1,1,0,NA,0,-2.54951064592178,0.249208143643609,9.39999866485596,0,0.899465322494507,0.724200010299683,7,6,NA,NA,13049.01,7551.57,578.71,199810,3,0,0,0,NA,2,0,0,0,0,1,1,1,NA
1330,704,"1-118",1981,"Uganda","500","Government of Uganda",500,"Government of Tanzania","510","UNRF","","government","",1,"internationalized",0,"splinter","FUNA",1,0,"Restore Government",NA,0,"no",NA,3000,3000,3000,"weaker","yes",NA,"low","low","low","yes","Terengo County","low","civil war",NA,NA,NA,".",NA,NA,".",NA,NA,".",NA,"low activity",1,0,NA,NA,NA,NA,NA,NA,"civil war",1094,1,1,1,1,1,1,0,0,0,0,0,0.079,0.079,1,0,0,1981,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,NA,NA,1,1,1,0,NA,0,-2.54951064592178,0.249208143643609,9.39999866485596,0,0.899465322494507,0.724200010299683,7,6,NA,NA,13049.01,7551.57,578.71,199810,3,0,0,0,NA,0,0,0,0,0,1,1,1,NA
1331,149,"1-118",1986,"Uganda","500","Government of Uganda",500,"","","HSM","","government","",1,"internal",0,"religious organization","",0,1,"Religious Grievance",NA,0,"no",NA,5000,5000,5000,"much weaker","yes","high","low","low","low","no",NA,NA,"civil war","no","no","no","","no",NA,"","no",NA,"","no","government victory",0,0,0,0,0,0,0,0,"civil war",400,1,1,1,1,1,1,0,0,0,0,0,0.1,0.1,1,0,0,1992,0,1,0,0,0,0,0,0,1,0,1,0,1,0,4,4,3,NA,1,0,1,NA,NA,2,-1.85267459186653,0.199566589770814,9.39999866485596,0,0.899465322494507,0.724200010299683,8,5,NA,NA,15327.72,9395.58,612.98,199810,-7,0,0,1,2,0,0,0,0,0,1,1,1,NA
1332,706,"1-118",1986,"Uganda","500","Government of Uganda",500,"","","UPDA","","government","",1,"internal",0,"civilian gov","",0,0,"Restore Government",NA,0,"no",NA,1000,1000,1000,"weaker","yes","low","low",NA,"moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"","no",NA,"","no","low activity",0,0,0,0,0,0,0,0,"civil war",639,1,1,1,1,1,1,0,0,0,0,0,0.1,0.1,1,0,0,1983,0,1,0,0,0,0,0,0,1,0,1,0,1,0,4,4,3,NA,1,0,1,NA,NA,2,-1.85267459186653,0.199566589770814,9.39999866485596,0,0.899465322494507,0.724200010299683,8,5,NA,NA,15327.72,9395.58,612.98,199810,-7,0,0,1,2,1,0,0,0,0,1,1,1,NA
1333,575,"1-118",1982,"Uganda","500","Government of Uganda",500,"","","UFM","","government","",1,"internal",0,"splinter","UNLF",1,0,"Ethnic Grievances",NA,0,"no",NA,500,300,700,"much weaker","yes",NA,"low","low","low","no",NA,NA,"civil war",NA,NA,NA,".",NA,NA,".",NA,NA,".",NA,"low activity",1,0,NA,NA,NA,NA,NA,NA,"civil war",311,1,1,0,0,0,1,0,0,0,0,0,0.16,0.16,1,0,0,1986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,5,NA,NA,1,1,1,0,NA,0,-2.62421604682006,0.256811332282113,9.39999866485596,0,0.899465322494507,0.724200010299683,7,6,NA,NA,13447.77,8609.58,640.22,199810,3,0,0,1,1,2,0,0,0,0,1,1,1,NA
1334,148,"1-118",1987,"Uganda","500","Government of Uganda",500,"","","UPA","","government","",1,"internal",0,"military faction","",1,0,"Economic Grievances",NA,0,"no",NA,5000,3000,7000,"weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","no","","no",NA,"","no",NA,"","no",NA,1,0,0,0,0,0,0,0,"civil war",394,1,1,0,1,1,1,0,0,0,0,0,0.08,0.08,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,1,4,4,3,NA,0,0,0,NA,NA,2,-1.5011618114758,0.199073087930924,9.39999866485596,0,0.899465322494507,0.724200010299683,8,5,NA,NA,15891.14,10098.18,635.46,199810,-7,0,0,1,2,0,0,0,0,0,1,1,1,NA
1335,708,"1-118",1988,"Uganda","500","Government of Uganda",500,"","","Lord's Army","","government","",1,"internal",0,"splinter","HSM",1,0,"Religious Grievance",NA,0,"no",NA,2000,2000,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","no",NA,"no",NA,NA,NA,"military","Libya","no","low activity",1,0,0,0,0,0,NA,0,"civil war",365,1,1,1,1,1,1,0,0,0,0,0,0.1,0.1,1,0,0,1987,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,4,3,NA,0,NA,0,NA,NA,2,-1.48149545778326,0.20604828859383,9.39999866485596,0,0.899465322494507,0.724200010299683,8,5,NA,NA,16482.37,10308.63,625.43,199810,-7,0,0,1,2,0,0,0,0,0,1,1,1,NA
1336,151,"1-118",1988,"Uganda","500","Government of Uganda",500,"","","LRA","","government","",2,"internal",0,"splinter","HSM",1,0,"Religious Grievance",NA,0,"no",NA,4000,1000,6000,"weaker","yes","high","low","moderate","moderate","no",NA,NA,"civil war","no","no","extensive","Sudan",NA,"military","Sudan",NA,"troops","DRC","major",NA,0,0,0,0,1,NA,NA,1,"civil war",4913,1,1,1,1,0,1,0,0,0,0,0,0.1,0.1,1,0,0,1987,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,4,3,NA,0,NA,0,NA,NA,2,-1.48149545778326,0.20604828859383,9.39999866485596,0,0.899465322494507,0.724200010299683,8,5,NA,NA,16482.37,10308.63,625.43,199810,-7,0,0,1,2,0,0,0,0,0,1,1,1,NA
1337,153,"1-118",1996,"Uganda","500","Government of Uganda",500,"","","ADF","","government","",1,"internal",0,"alliance","Rwenzori Separatists; NALU; Tabliq Muslim Militias",0,0,"None",NA,0,"no",NA,1500,1500,1500,"weaker",NA,NA,"low","moderate","moderate","no",NA,NA,"civil war","no","major","extensive","Sudan; DR Congo","no",NA,"",NA,"military","DRC","major","low activity",0,0,0,1,1,0,NA,1,"civil war",2239,2,1,0,0,0,1,1,0,0,0,0,0.141,0.079,0,1,0,1996,0,0,0,1,0,1,0,1,0,0,1,1,0,0,4,3,3,5,0,NA,NA,NA,0,2,-0.709169522127158,0.202626845808174,9.39999866485596,0,0.899465322494507,0.724200010299683,9,6,NA,0.00855224134962302,21473.59,16576.59,771.95,199810,-4,0,0,3,2,2,0,0,0,0,1,1,1,383
1338,152,"1-118",1996,"Uganda","500","Government of Uganda",500,"","","WNBF","","government","",1,"internal",0,"civilian gov","",0,1,"Regime Change",NA,0,"no",NA,NA,NA,NA,"much weaker","yes",NA,"low","low","low","no",NA,NA,"civil war","no","no","extensive","Sudan; DR Congo","no",NA,"","no",NA,"","major","low activity",0,0,0,0,1,0,0,1,"civil war",244,1,1,1,1,0,1,0,0,0,0,0,0.079,0.079,1,0,0,2014,0,1,0,0,0,0,0,0,1,0,1,1,0,0,4,3,3,5,0,NA,NA,NA,0,2,-0.709169522127158,0.202626845808174,9.39999866485596,0,0.899465322494507,0.724200010299683,9,6,NA,0.00855224134962302,21473.59,16576.59,771.95,199810,-4,0,0,3,2,2,0,0,0,0,1,1,1,198
1339,431,"1-118",1997,"Uganda","500","Government of Uganda",500,"","","UNRF II","","government","",1,"internal",0,"splinter","WNBF",1,0,"Regime Change",NA,0,"no",NA,3000,3000,3000,"weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","extensive","Sudan",NA,"military","Sudan",NA,"military","Libya","no","low activity",1,0,0,0,1,NA,NA,0,"civil war",364,1,1,1,1,0,1,0,0,0,0,0,0.079,0.079,1,0,0,2015,0,0,1,0,0,0,1,0,0,0,1,1,1,0,4,3,3,5,0,NA,NA,NA,0,3,-0.647300575697909,0.207422975791494,9.39999866485596,0,0.899465322494507,0.724200010299683,9,6,NA,0.0079540441668626,22123.18,17577.35,794.52,199810,-4,0,0,3,2,2,0,0,0,0,1,1,1,35
1340,565,"1-122",1967,"Zimbabwe (Rhodesia)","552","Government of Zimbabwe (Rhodesia)",552,"","","ZAPU","","government","",1,"internal",0,"political organization","",0,1,"Ethnic Grievances",NA,0,"explicit link","no",500,500,500,"much weaker","yes","moderate","low","moderate","low","no",NA,NA,"civil war","tacit","no","extensive","Mozambique; Zambia",NA,"military","USSR; Cuba; Several African states","no",NA,"","no","low activity",0,1,1,0,1,NA,0,0,"civil war",483,1,1,1,1,0,1,0,0,0,0,0,0.97,0.97,1,0,0,1976,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.546705292205364,0.325153951856052,2.90000009536743,0,0.543950438499451,0.509799957275391,2,1,NA,NA,4716.15,7842.36,1662.87,386850,NA,0,0,1,1,NA,1,1,1,0,0,1,23,NA
1341,560,"1-122",1973,"Zimbabwe (Rhodesia)","552","Government of Zimbabwe (Rhodesia)",552,"","","ZANU","","government","",1,"internal",0,"splinter","ZAPU",1,0,"Ethnic Grievances",NA,0,"explicit link","no",500,500,500,"much weaker","yes","high","low","moderate","low","no",NA,NA,"civil war","tacit","no","extensive","Mozambique; Zambia",NA,"military","USSR; Cuba; Several African states","no",NA,"","no","rebels absorbed",0,1,1,0,1,NA,0,0,"civil war",1032,1,1,1,1,0,1,0,0,0,0,0,0.97,0.97,1,0,0,NA,NA,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.49743452190554,0.250980151780402,2.90000009536743,0,0.543950438499451,0.509799957275391,2,1,0,NA,5768.19,14364.41,2490.28,386850,4,0,0,1,1,NA,1,1,1,0,0,1,23,NA
1342,712,"1-122",1976,"Zimbabwe (Rhodesia)","552","Government of Zimbabwe (Rhodesia)",552,"","","PF","","government","",1,"internal",0,"alliance","ZAPU; ZANU",0,0,"Ethnic Grievances",NA,0,"explicit link","no",12000,11000,14000,"weaker","yes","high","high","moderate","low","no",NA,NA,"civil war","tacit","no","extensive","Mozambique; Zambia",NA,"military","USSR; Cuba; Several African states","no",NA,"","no","peace agreement",1,1,1,0,1,NA,0,0,"civil war",1386,1,1,1,1,0,1,0,0,0,0,0,0.97,0.97,1,0,0,1974,0,0,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.43141198035713,0.252673547611443,2.90000009536743,0,0.543950438499451,0.509799957275391,2,1,0,NA,6374.2,15353.84,2408.75,386850,4,0,0,1,1,5,1,1,1,0,0,1,23,NA
1343,435,"1-130",1997,"Eritrea","531","Government of Eritrea",531,"","","EIJM - AS","","government","",1,"internal",0,"splinter","EJIM",1,0,"Islamist",NA,0,"no",NA,500,500,500,"much weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","tacit","no","extensive","Sudan",NA,"military","Sudan","no",NA,"","no","low activity",1,0,1,0,1,NA,0,0,"civil war",975,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,0,1,0,0,0,1,0,0,0,2,1,0,2,3,2,2,1,0,NA,NA,NA,0,5,0.341613975882929,0.224593298475705,10.9680309295654,0,0.587499976158142,0.580000042915344,3,1,0,NA,3409,2237,656.2,101000,-6,0,0,1,2,1,0,1,1,0,0,1,4,31
1345,522,"1-133",1976,"Ethiopia","530","Government of Ethiopia",530,"","","WSLF","","territory","Ogaden",1,"internal",0,"sponsorship","WSLF",0,1,"Irredentist",NA,0,"no",NA,20000,20000,20000,"weaker","yes",NA,"low","low","low","no",NA,NA,"secessionist conflict","tacit","no","extensive","Somalia",NA,"troops","Somalia",NA,"troops","USSR; Cuba","no","low activity",0,0,1,0,1,NA,NA,0,"identity",2677,1,1,1,1,0,1,0,0,0,0,0,0.0379,0.0379,1,0,0,1999,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,4,NA,NA,1,1,1,1,NA,NA,-2.48396945875518,0.252668040060168,70.3999862670898,0,0.693593263626099,0.612200021743774,11,10,NA,NA,33486.29,19915.62,594.74,1101000,-7,0,0,1,1,4,0,1,1,0,1,1,5,NA
